Paese,Data,ID_Ordine,Sku,Quantita,Categoria,Ambito,Titolo,Prezzo_unitario,Prezzo_tot,Mese
Germany,2025-09-21 07:56:35,1000219,BF9S4EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0751ng,999.01,999.01,Settembre
Germany,2025-09-21 09:19:55,1000263,7N1C2EA,1,Laptops,Home,HP Laptop - 17-cp3775ng (2023),829.0,829.0,Settembre
Germany,2025-09-21 09:38:49,1000222,8T1L3EA,1,Desktops,Business,HP Z2 Mini G9 Workstation,3255.0,3255.0,Settembre
Germany,2025-09-21 09:41:51,1000029,B19H1EA,1,Desktops,Home,HP All-in-One 24-cr0781ng PC,777.0,777.0,Settembre
Germany,2025-09-21 10:24:54,1000032,94C19AA,1,Monitors,Home,"HP Serie 5 - 524sh - 23,8 Zoll; höhenverstellbar; FHD",139.0,139.0,Settembre
Germany,2025-09-21 10:24:54,1000032,BF9U3EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0752ng,999.01,999.01,Settembre
Germany,2025-09-21 11:40:38,1000319,882C4EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1299.0,1299.0,Settembre
Germany,2025-09-21 14:25:18,1000058,BA5G3EA,1,Desktops,Home,OMEN 35L Gaming Desktop GT16-0778ng PC,3048.99,3048.99,Settembre
Germany,2025-09-21 15:28:50,1000090,CE0R7EA,1,Laptops,Business,HP EliteBook 8 G1i 14 inch Notebook AI PC,1819.0,1819.0,Settembre
Germany,2025-09-21 15:52:26,1000015,9N6U9AT,3,Desktops,Business,HP Elite Mini 805 G8 Desktop PC,799.03,2397.09,Settembre
Germany,2025-09-21 15:52:26,1000015,C65DKEA,2,Laptops,Home,OMEN 17-db1773ng,1699.0,3398.0,Settembre
Germany,2025-09-21 15:57:45,1000329,8T0Y6EA,1,Laptops,Business,HP ZBook Firefly 14 G11,2499.0,2499.0,Settembre
Germany,2025-09-21 18:38:55,1000241,9H2Q0EA,1,Laptops,Home,HP Laptop 15-fd0755ng (2023),749.0,749.0,Settembre
Germany,2025-09-21 20:19:35,1000357,A3ZT7ET,1,Laptops,Business,"ZBook 8 G1i 16"" Workstation",2399.0,2399.0,Settembre
Germany,2025-09-21 20:42:29,1000254,AV4K1E9,1,Monitors,Home,OMEN 27 G2 - 27 Zoll; FHD; 180 Hz,229.0,229.0,Settembre
Germany,2025-09-21 21:11:21,1000273,BF9S2EA,1,Laptops,Home,HP OmniBook X Flip 14-fk0773ng,1399.0,1399.0,Settembre
Germany,2025-09-22 00:50:22,1000111,881Z2EA,2,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,998.41,1996.82,Settembre
Germany,2025-09-22 02:32:15,1000071,B6YZ8ET,1,Desktops,Business,HP ProDesk 4 Mini G1i,789.01,789.01,Settembre
Germany,2025-09-22 07:03:02,1000238,A26QMEA,1,Laptops,Business,HP EliteBook 1040 14 Zoll G11,1688.97,1688.97,Settembre
Germany,2025-09-22 16:57:06,1000179,882B9EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,725.0,725.0,Settembre
Germany,2025-09-22 17:56:10,1000016,C78RZEA,1,Laptops,Home,HP OmniBook 5 14-he0775ng,1049.0,1049.0,Settembre
Germany,2025-09-22 20:04:47,1000146,BH3S5EA,1,Laptops,Home,HP OmniBook 5 16-ag1750ng,899.0,899.0,Settembre
Germany,2025-09-22 21:08:52,1000030,AD2M7ET,1,Laptops,Business,HP ProBook 4 G1a 14,909.01,909.01,Settembre
Germany,2025-09-22 21:22:59,1000168,A26QMEA,1,Laptops,Business,HP EliteBook 1040 14 Zoll G11,1688.97,1688.97,Settembre
Germany,2025-09-22 21:44:37,1000363,94F46AA,1,Monitors,Home,HP Serie 5 - 527sw - 27 Zoll; FHD,189.0,189.0,Settembre
Germany,2025-09-22 22:27:40,1000272,C78S0EA,2,Laptops,Home,HP OmniBook 5 16-bf0777ng,1049.0,2098.0,Settembre
Germany,2025-09-22 22:38:05,1000251,BH3S4EA,1,Laptops,Home,HP OmniBook 5 16-af1770ng,1099.0,1099.0,Settembre
Germany,2025-09-23 00:34:32,1000234,9H7L4ET,1,Desktops,Business,HP ProDesk 4 SFF G1i,899.0,899.0,Settembre
Germany,2025-09-23 01:52:07,1000099,8Y2K9AA,1,Monitors,Business,"HP Serie 7 Pro - 732pk - 31,5 Zoll; 4K; Thunderbolt 4",869.0,869.0,Settembre
Germany,2025-09-23 02:12:40,1000151,BM9T7EA,1,Laptops,Home,HP OmniBook 7 17-dc0780ng,1599.0,1599.0,Settembre
Germany,2025-09-23 05:02:13,1000227,A3ZU6ET,2,Laptops,Business,"ZBook 8 G1i 14"" Workstation",1935.0,3870.0,Settembre
Germany,2025-09-23 05:43:15,1000236,86B04EA,1,Laptops,Business,HP ZBook Firefly 14 G11,1598.99,1598.99,Settembre
Germany,2025-09-23 05:48:04,1000347,AD3F9ET,2,Laptops,Business,"HP EliteBook 8 G1a 16""",2399.0,4798.0,Settembre
Germany,2025-09-23 05:48:04,1000347,9D9L6UT,4,Monitors,Business,"HP Serie 5 Pro - 524pf - 23,8 Zoll; FHD",179.0,716.0,Settembre
Germany,2025-09-23 05:48:04,1000347,AD3F3ET,3,Laptops,Business,"HP EliteBook 8 G1a 16""",1409.0,4227.0,Settembre
Germany,2025-09-23 05:48:04,1000347,86B04EA,2,Laptops,Business,HP ZBook Firefly 14 G11,1598.99,3197.98,Settembre
Germany,2025-09-23 07:26:14,1000096,B1FT0EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0710ng,1798.99,1798.99,Settembre
Germany,2025-09-23 08:22:43,1000231,BK2Z1EA,1,Laptops,Home,HP OmniBook 5 Flip 14-fp0765ng,929.0,929.0,Settembre
Germany,2025-09-23 08:38:15,1000182,BU9S0EA,1,Laptops,Home,HP Laptop 17-cn3730ng,849.01,849.01,Settembre
Germany,2025-09-23 12:49:21,1000186,BT4C8EA,2,Laptops,Home,OmniBook 7 14-fr0750ng,999.01,1998.02,Settembre
Germany,2025-09-23 14:08:31,1000044,9D9L6UT,1,Monitors,Business,"HP Serie 5 Pro - 524pf - 23,8 Zoll; FHD",179.0,179.0,Settembre
Germany,2025-09-23 18:24:36,1000374,A40T1ET,1,Desktops,Business,HP Z1 Tower G1i Desktop PC,1919.01,1919.01,Settembre
Germany,2025-09-23 21:23:17,1000232,938A5EA,1,Desktops,Business,HP Pro Mini 400 G9 Desktop PC,884.05,884.05,Settembre
Germany,2025-09-23 22:29:56,1000067,AD3E5ET,1,Laptops,Business,"HP EliteBook 8 G1a 13""",1849.0,1849.0,Settembre
Germany,2025-09-23 23:10:03,1000103,CP9G1EA,2,Desktops,Business,HP Pro 400 G9,1171.2,2342.4,Settembre
Germany,2025-09-24 01:55:04,1000144,B72Y0ET,2,Laptops,Business,"ZBook 8 G1i 14"" Workstation",2099.01,4198.02,Settembre
Germany,2025-09-24 02:15:55,1000047,BU9S1EA,2,Laptops,Home,HP Laptop 17-cn3770ng,949.0,1898.0,Settembre
Germany,2025-09-24 04:06:55,1000346,98L72ET,1,Laptops,Business,"ZBook Fury G1i 18"" Workstation",3939.0,3939.0,Settembre
Germany,2025-09-24 07:34:48,1000073,98L75ET,1,Laptops,Business,"ZBook Fury G1i 16"" Workstation",3089.0,3089.0,Settembre
Germany,2025-09-24 10:55:26,1000338,86B08EA,1,Laptops,Business,HP ZBook Firefly 16 G11,1979.03,1979.03,Settembre
Germany,2025-09-24 12:21:15,1000120,CE0R6EA,1,Laptops,Business,"HP EliteBook 8 G1i 16""",1499.0,1499.0,Settembre
Germany,2025-09-24 13:01:26,1000350,B72Y1ET,1,Laptops,Business,"ZBook 8 G1i 14"" Workstation",1479.0,1479.0,Settembre
Germany,2025-09-24 16:03:32,1000373,882C4EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1299.0,1299.0,Settembre
Germany,2025-09-25 01:35:49,1000327,AQ5P1EA,1,Desktops,Home,"HP OmniStudio X 27-cs0755ng - 68.6 cm (27"") Touchscreen All-in-One",1399.0,1399.0,Settembre
Germany,2025-09-25 03:07:13,1000280,BQ2W6EA,1,Laptops,Home,HP OmniBook 5 LaptopAI 16-af1760ng,999.01,999.01,Settembre
Germany,2025-09-25 04:14:21,1000133,BU9R7EA,1,Laptops,Home,HP Laptop 15-fd1790ng,949.0,949.0,Settembre
Germany,2025-09-25 06:16:44,1000171,A23HKEA,1,Laptops,Business,HP ProBook 460 G11 Latop-PC,1041.19,1041.19,Settembre
Germany,2025-09-25 07:02:22,1000300,86B04EA,1,Laptops,Business,HP ZBook Firefly 14 G11,1598.99,1598.99,Settembre
Germany,2025-09-25 11:51:48,1000039,B0BU9UT,1,Monitors,Business,HP Series 3 Pro - 324ph - 24 Zoll; inkl. Lautsprecher; FHD; 100 Hz,135.01,135.01,Settembre
Germany,2025-09-25 12:14:16,1000316,CB4M5EA,1,Laptops,Business,"HP ProBook 4 G1a 14""",1054.99,1054.99,Settembre
Germany,2025-09-25 13:35:09,1000215,BF9T3EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0773ng,1549.0,1549.0,Settembre
Germany,2025-09-25 14:10:04,1000098,B11W6AT,1,Monitors,Business,HP Serie 5 - 527da - 27 Zoll; FHD,157.14,157.14,Settembre
Germany,2025-09-25 18:56:53,1000043,BF9V8EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0771ng,1299.0,1299.0,Settembre
Germany,2025-09-25 18:56:53,1000043,A55N9ET,1,Desktops,Business,HP EliteDesk 8 G1i,1399.0,1399.0,Settembre
Germany,2025-09-25 18:56:53,1000043,AD2M8ET,1,Laptops,Business,HP ProBook 4 G1a 14,1059.0,1059.0,Settembre
Germany,2025-09-26 00:25:55,1000121,AD3F2ET,1,Laptops,Business,"HP EliteBook 8 G1a 14""",2299.0,2299.0,Settembre
Germany,2025-09-26 00:25:55,1000121,9P1U1EA,1,Laptops,Home,OMEN Transcend Laptop 16-u1797ng (2023),2699.0,2699.0,Settembre
Germany,2025-09-26 00:25:55,1000121,8X530AA,1,Monitors,Business,"HP Serie 7 Pro - 724pf - 23,8 Zoll; FHD",235.0,235.0,Settembre
Germany,2025-09-26 00:25:55,1000121,86B04EA,1,Laptops,Business,HP ZBook Firefly 14 G11,1598.99,1598.99,Settembre
Germany,2025-09-26 00:49:24,1000325,9P1U0EA,1,Laptops,Home,OMEN Transcend Laptop 16-u1776ng (2023),2599.0,2599.0,Settembre
Germany,2025-09-26 04:12:49,1000035,B1GM6AA,1,Monitors,Business,HP Series 3 Pro - 327pe - 27 Zoll; inkl. Lautsprecher; FHD; 100 Hz,159.0,159.0,Settembre
Germany,2025-09-26 04:43:17,1000332,B69BMET,3,Laptops,Business,HP EliteBook X Flip G1i 14,1849.0,5547.0,Settembre
Germany,2025-09-26 04:43:17,1000332,BF9V8EA,2,Laptops,Home,HP OmniBook X Flip 14-fm0771ng,1299.0,2598.0,Settembre
Germany,2025-09-26 04:43:17,1000332,AD1K1ET,3,Laptops,Business,"HP 250R 15,6 Zoll G10",698.99,2096.9700000000003,Settembre
Germany,2025-09-26 04:43:17,1000332,B11W6AT,3,Monitors,Business,HP Serie 5 - 527da - 27 Zoll; FHD,157.14,471.41999999999996,Settembre
Germany,2025-09-26 07:56:17,1000113,BF9T1EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0771ng,1199.0,1199.0,Settembre
Germany,2025-09-26 11:17:10,1000191,A40MQET,1,Desktops,Business,HP Z2 Tower G1i Workstation,3849.0,3849.0,Settembre
Germany,2025-09-26 16:41:58,1000163,938A7EA,3,Desktops,Business,HP Pro Mini 400 G9 Desktop PC,799.0,2397.0,Settembre
Germany,2025-09-26 17:07:13,1000061,B72Y0ET,1,Laptops,Business,"ZBook 8 G1i 14"" Workstation",2099.01,2099.01,Settembre
Germany,2025-09-26 18:29:55,1000270,CB4M4EA,1,Laptops,Business,"HP ProBook 4 G1i 14""",1289.9,1289.9,Settembre
Germany,2025-09-26 18:29:55,1000270,B1GM6AA,1,Monitors,Business,HP Series 3 Pro - 327pe - 27 Zoll; inkl. Lautsprecher; FHD; 100 Hz,159.0,159.0,Settembre
Germany,2025-09-26 19:48:23,1000267,A3ZT4ET,2,Laptops,Business,"ZBook 8 G1a 14"" Workstation",2299.0,4598.0,Settembre
Germany,2025-09-26 21:32:32,1000259,C68X0EA,1,Laptops,Home,OMEN 16-ap0795ng,1499.0,1499.0,Settembre
Germany,2025-09-26 21:35:55,1000064,BA5G6EA,1,Laptops,Home,OMEN 45L Gaming Desktop GT22-3795ng,3999.0,3999.0,Settembre
Germany,2025-09-26 21:35:55,1000064,BA5G6EA,1,Desktops,Home,OMEN 45L Gaming Desktop GT22-3795ng,3999.0,3999.0,Settembre
Germany,2025-09-26 22:16:52,1000060,BF9T0EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0751ng,1099.0,1099.0,Settembre
Germany,2025-09-27 01:31:31,1000302,A3ZV4ET,1,Laptops,Business,"ZBook 8 G1i 14"" Workstation",2499.0,2499.0,Settembre
Germany,2025-09-27 03:54:12,1000089,623K2ET,1,Desktops,Business,HP EliteDesk 8 Mini G1i,1755.0,1755.0,Settembre
Germany,2025-09-27 07:01:33,1000317,A23HGEA,1,Laptops,Business,HP ProBook 440 G11 Laptop-PC,1253.72,1253.72,Settembre
Germany,2025-09-27 07:44:38,1000114,C92Q2ET,1,Laptops,Business,"ZBook X G1i 16"" Workstation",3363.26,3363.26,Settembre
Germany,2025-09-27 08:27:52,1000208,C65G0EA,1,Laptops,Home,VICTUS 15-fa2770ng,1299.0,1299.0,Settembre
Germany,2025-09-27 15:17:52,1000065,882C4EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1299.0,1299.0,Settembre
Germany,2025-09-27 18:05:21,1000279,AD3J4ET,1,Laptops,Business,"HP EliteBook 6 G1a 14""",1365.0,1365.0,Settembre
Germany,2025-09-27 19:58:54,1000278,9D9A7AA,1,Monitors,Business,HP Serie 5 Pro - 524pn - 24 Zoll; WUXGA; 100Hz,199.0,199.0,Settembre
Germany,2025-09-28 00:39:04,1000082,C65DJEA,1,Laptops,Home,OMEN 17-db1772ng,1699.0,1699.0,Settembre
Germany,2025-09-28 02:04:28,1000164,BH3S2EA,1,Laptops,Home,HP OmniBook 7 Aero 13-bg1790ng,1349.0,1349.0,Settembre
Germany,2025-09-28 02:16:34,1000289,C15ZREA,1,Laptops,Home,OMEN Gaming Laptop 16-am0720ng,1499.0,1499.0,Settembre
Germany,2025-09-28 03:23:18,1000265,BK2Z2EA,1,Laptops,Home,HP OmniBook 5 Flip 14-fp0770ng,1099.0,1099.0,Settembre
Germany,2025-09-28 03:28:03,1000328,8T1V3EA,1,Desktops,Business,HP Z2 Mini G9 Workstation,1949.01,1949.01,Settembre
Germany,2025-09-28 03:29:21,1000034,9H7M1ET,1,Desktops,Business,HP ProDesk 4 SFF G1i,1187.03,1187.03,Settembre
Germany,2025-09-28 04:37:49,1000239,882C0EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1035.54,1035.54,Settembre
Germany,2025-09-28 05:08:16,1000301,86D58EA,1,Desktops,Business,HP Z2 Tower G9 Workstation,1648.99,1648.99,Settembre
Germany,2025-09-28 06:27:20,1000303,B1FT0EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0710ng,1798.99,1798.99,Settembre
Germany,2025-09-28 07:56:26,1000226,623K0ET,1,Desktops,Business,HP EliteDesk 8 Mini G1i,999.01,999.01,Settembre
Germany,2025-09-28 09:37:52,1000048,938A4EA,2,Desktops,Business,HP Pro Mini 260 G9 Desktop-PC,849.01,1698.02,Settembre
Germany,2025-09-28 15:23:08,1000162,8Y2F7AA,1,Monitors,Business,HP Serie 7 Pro - 724pu - 24 Zoll; WUXGA; USB-C,369.0,369.0,Settembre
Germany,2025-09-28 15:57:09,1000002,816F9EA,1,Laptops,Business,"HP 250 15,6 Zoll G10",575.0,575.0,Settembre
Germany,2025-09-28 16:28:14,1000211,9H2Q0EA,1,Laptops,Home,HP Laptop 15-fd0755ng (2023),749.0,749.0,Settembre
Germany,2025-09-28 17:02:30,1000318,40Z29AA,1,Monitors,Business,"HP E27m G4 68,6 cm (27"") QHD Conferencing-Monitor mit Docking-Features, Speaker & IR-Webcam",349.0,349.0,Settembre
Germany,2025-09-28 18:06:29,1000261,937G7EA,1,Desktops,Business,HP ProOne 440 G9 All-in-One-PC,1169.0,1169.0,Settembre
Germany,2025-09-28 18:21:59,1000109,BH3S4EA,1,Laptops,Home,HP OmniBook 5 16-af1770ng,1099.0,1099.0,Settembre
Germany,2025-09-28 20:31:45,1000340,C65D4EA,1,Laptops,Home,OMEN 14-fb1775ng,1999.0,1999.0,Settembre
Germany,2025-09-28 20:31:45,1000340,937G7EA,1,Desktops,Business,HP ProOne 440 G9 All-in-One-PC,1169.0,1169.0,Settembre
Germany,2025-09-28 20:31:45,1000340,A2BQ3EA,1,Laptops,Home,HP Envy x360 2-in-1 Laptop 16-ac0770ng,1199.0,1199.0,Settembre
Germany,2025-09-28 20:31:45,1000340,BF9T1EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0771ng,1199.0,1199.0,Settembre
Germany,2025-09-28 23:02:27,1000366,BY6V9ET,1,Desktops,Business,HP ProStudio 4 AiO G1i,1229.0,1229.0,Settembre
Germany,2025-09-28 23:39:27,1000040,C78S0EA,1,Laptops,Home,HP OmniBook 5 16-bf0777ng,1049.0,1049.0,Settembre
Germany,2025-09-29 06:29:33,1000271,9H7M5ET,1,Desktops,Business,HP ProDesk 4 G1i,1119.0,1119.0,Settembre
Germany,2025-09-29 07:13:21,1000019,A59MWEA,1,Laptops,Home,OMEN Gaming Laptop 17-db0771ng,1299.0,1299.0,Settembre
Germany,2025-09-29 10:44:14,1000006,C65DHEA,1,Laptops,Home,OMEN 17-db1771ng,1599.0,1599.0,Settembre
Germany,2025-09-29 13:53:58,1000262,BH3S4EA,1,Laptops,Home,HP OmniBook 5 16-af1770ng,1099.0,1099.0,Settembre
Germany,2025-09-29 15:17:53,1000201,AW3V0E9,3,Monitors,Home,OMEN 27qs G2 - 27 Zoll; QHD; 280 Hz,479.0,1437.0,Settembre
Germany,2025-09-29 21:11:00,1000007,891G6EA,1,Desktops,Home,"HP 27-cr0702ng - 68,6 cm (27"") All-in-One (2023)",1099.0,1099.0,Settembre
Germany,2025-09-29 21:19:11,1000010,A23HGEA,1,Laptops,Business,HP ProBook 440 G11 Laptop-PC,1253.72,1253.72,Settembre
Germany,2025-09-29 22:01:43,1000193,C9MH1ET,21,Desktops,Business,HP Z1 Tower G1i Workstation,2355.01,49455.21000000001,Settembre
Germany,2025-09-29 22:28:23,1000117,C78RZEA,1,Laptops,Home,HP OmniBook 5 14-he0775ng,1049.0,1049.0,Settembre
Germany,2025-09-29 23:28:50,1000033,BQ2W6EA,1,Laptops,Home,HP OmniBook 5 LaptopAI 16-af1760ng,999.01,999.01,Settembre
Germany,2025-09-29 23:49:40,1000156,BH3S4EA,1,Laptops,Home,HP OmniBook 5 16-af1770ng,1099.0,1099.0,Settembre
Germany,2025-09-30 00:45:41,1000237,AD3J1ET,1,Laptops,Business,"HP EliteBook 8 G1i 16""",2294.92,2294.92,Settembre
Germany,2025-09-30 02:12:57,1000358,AD2P0ET,1,Laptops,Business,"HP ProBook 4 G1i 16""",1174.99,1174.99,Settembre
Germany,2025-09-30 02:28:09,1000296,B1FT3EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0750ng,1798.99,1798.99,Settembre
Germany,2025-09-30 03:14:25,1000369,BH3S3EA,1,Laptops,Home,HP OmniBook 5 16-af1750ng,999.01,999.01,Settembre
Germany,2025-09-30 04:15:40,1000240,882C4EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1299.0,1299.0,Settembre
Germany,2025-09-30 14:56:29,1000135,8J9G2AA,1,Monitors,Business,HP Serie 7 Pro - 727pk - 27 Zoll; 4K; Thunderbolt 4,578.99,578.99,Settembre
Germany,2025-09-30 15:41:53,1000172,BF9U4EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0773ng,1449.0,1449.0,Settembre
Germany,2025-09-30 15:41:53,1000172,A40LRET,1,Desktops,Business,HP Z2 Mini G1i Workstation,1599.0,1599.0,Settembre
Germany,2025-09-30 15:41:53,1000172,BF9S4EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0751ng,999.01,999.01,Settembre
Germany,2025-09-30 15:41:53,1000172,AD3J8ET,1,Laptops,Business,"HP EliteBook 6 G1a 14""",1599.0,1599.0,Settembre
Germany,2025-09-30 15:43:17,1000258,B8SY1EA,1,Desktops,Home,HP OmniDesk Desktop M02-0750ng PC,899.0,899.0,Settembre
Germany,2025-09-30 16:51:34,1000038,A3ZV5ET,1,Laptops,Business,HP ZBook Ultra 14 Zoll G1a,3699.0,3699.0,Settembre
Germany,2025-09-30 18:00:17,1000343,BF9R9EA,1,Laptops,Home,HP OmniBook X Flip 14-fk0771ng,1199.0,1199.0,Settembre
Germany,2025-09-30 18:37:23,1000036,BM9T7EA,1,Laptops,Home,HP OmniBook 7 17-dc0780ng,1599.0,1599.0,Settembre
Germany,2025-09-30 19:33:40,1000220,A40LTET,1,Desktops,Business,HP Z2 Mini G1i Workstation,1999.0,1999.0,Settembre
Germany,2025-10-01 04:04:55,1000516,9P0Z3EA,1,Laptops,Home,Victus Gaming Laptop 16-r1777ng	- NVIDIA® GeForce RTX™ 4070 (2024),1399.0,1399.0,Ottobre
Germany,2025-10-01 06:02:45,1000512,AD3F3ET,1,Laptops,Business,"HP EliteBook 8 G1a 16""",1409.0,1409.0,Ottobre
Germany,2025-10-01 06:43:07,1000383,A2BQ3EA,1,Laptops,Home,HP Envy x360 2-in-1 Laptop 16-ac0770ng,1199.0,1199.0,Ottobre
Germany,2025-10-01 07:56:54,1000562,AD2P4ET,1,Laptops,Business,HP ProBook 4 G1i 14,919.0,919.0,Ottobre
Germany,2025-10-01 09:25:47,1000422,BT4D0EA,1,Laptops,Home,HP OmniBook 7 14-fr0780ng,1399.0,1399.0,Ottobre
Germany,2025-10-01 18:46:23,1000452,BH3S6EA,1,Laptops,Home,HP OmniBook 5 16-ag1770ng,1099.0,1099.0,Ottobre
Germany,2025-10-01 18:50:43,1000524,B2CT3EA,2,Laptops,Home,HP OmniBook Ultra Flip 14-fh0780ng,1798.99,3597.98,Ottobre
Germany,2025-10-01 22:37:15,1000439,C2QQ7EA,2,Laptops,Home,HP OmniBook 5 16-ag1780ng- Next Gen AI,1199.0,2398.0,Ottobre
Germany,2025-10-02 00:01:05,1000532,B72Y1ET,1,Laptops,Business,"ZBook 8 G1i 14"" Workstation",1479.0,1479.0,Ottobre
Germany,2025-10-02 01:37:41,1000379,938A5EA,2,Desktops,Business,HP Pro Mini 400 G9 Desktop PC,884.05,1768.1,Ottobre
Germany,2025-10-02 11:21:35,1000547,882B8EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1499.0,1499.0,Ottobre
Germany,2025-10-02 11:59:26,1000419,AW3V0E9,2,Monitors,Home,OMEN 27qs G2 - 27 Zoll; QHD; 280 Hz,479.0,958.0,Ottobre
Germany,2025-10-02 12:48:07,1000429,BU9S5EA,1,Laptops,Home,HP Laptop 17-cp2750ng,649.0,649.0,Ottobre
Germany,2025-10-02 13:34:30,1000513,9U5A2AA,1,Monitors,Business,HP Series 3 Pro - 322pv - 22 Zoll; FHD; 100 Hz,136.79,136.79,Ottobre
Germany,2025-10-02 14:38:33,1000463,A23HJEA,1,Laptops,Business,HP ProBook 460 Laptop PC,1099.0,1099.0,Ottobre
Germany,2025-10-02 16:33:45,1000437,A40MHET,1,Desktops,Business,HP Z2 Tower G1i Workstation,3299.0,3299.0,Ottobre
Germany,2025-10-02 21:12:10,1000491,A12Q9EA,1,Desktops,Home,"HP 27-cr1770ng - 68,6 cm (27"") All-in-One",1099.0,1099.0,Ottobre
Germany,2025-10-02 22:55:15,1000541,BU9R3EA,2,Laptops,Home,HP Laptop 15-fd0730ng i5,749.0,1498.0,Ottobre
Germany,2025-10-03 00:30:40,1000464,BU9S7EA,1,Laptops,Home,HP Laptop 17-cp3770ng,749.0,749.0,Ottobre
Germany,2025-10-03 00:39:09,1000504,B11W5AT,2,Monitors,Business,"HP Serie 5 - 524da - 23,8 Zoll; FHD",136.79,273.58,Ottobre
Germany,2025-10-03 07:32:19,1000495,AD3L8ET,1,Laptops,Business,"HP EliteBook 6 G1q 14""",1595.0,1595.0,Ottobre
Germany,2025-10-03 08:21:34,1000453,AD3L0ET,1,Laptops,Business,"HP EliteBook 6 G1i 14""",1424.43,1424.43,Ottobre
Germany,2025-10-03 14:58:12,1000500,BU9R1EA,1,Laptops,Home,HP Laptop 15-fd0710ng + 365 Office,399.0,399.0,Ottobre
Germany,2025-10-04 03:02:08,1000443,A40MCET,2,Desktops,Business,HP Z2 Tower G1i Workstation,3219.0,6438.0,Ottobre
Germany,2025-10-04 03:02:08,1000443,BV0D3EA,2,Laptops,Home,HP Laptop 15-fd0760ng i7,849.01,1698.02,Ottobre
Germany,2025-10-04 07:05:45,1000447,1B065AA,1,Monitors,Business,"HP E14 G4 35,56 cm (14"") Tragbarer FHD-Monitor",289.0,289.0,Ottobre
Germany,2025-10-04 07:24:55,1000544,780D9E9,1,Monitors,Home,"OMEN 24 - 60,5 cm (23,8"") FHD 165 Hz Gaming-Monitor",179.0,179.0,Ottobre
Germany,2025-10-04 16:54:25,1000390,C78S0EA,1,Laptops,Home,HP OmniBook 5 16-bf0777ng,1049.0,1049.0,Ottobre
Germany,2025-10-04 16:54:25,1000390,A40SZET,1,Desktops,Business,HP Z1 Tower G1i Desktop PC,1949.01,1949.01,Ottobre
Germany,2025-10-04 16:54:25,1000390,86B08EA,1,Laptops,Business,HP ZBook Firefly 16 G11,1979.03,1979.03,Ottobre
Germany,2025-10-04 17:27:01,1000450,AD1K1ET,1,Laptops,Business,"HP 250R 15,6 Zoll G10",698.99,698.99,Ottobre
Germany,2025-10-04 19:14:32,1000394,AD3L3ET,1,Laptops,Business,"HP EliteBook 6 G1i 16""",1141.81,1141.81,Ottobre
Germany,2025-10-04 19:20:44,1000408,B72Y2ET,1,Laptops,Business,"ZBook 8 G1as 14"" Workstation",1979.01,1979.01,Ottobre
Germany,2025-10-04 20:31:44,1000568,9H7M6ET,1,Desktops,Business,HP ProDesk 4 G1i,1099.0,1099.0,Ottobre
Germany,2025-10-04 20:31:44,1000568,B1GM5AA,1,Monitors,Business,HP Series 3 Pro - 324pe - 24 Zoll; inkl. Lautsprecher; FHD; 100 Hz,149.0,149.0,Ottobre
Germany,2025-10-04 20:31:44,1000568,A2BQ3EA,1,Laptops,Home,HP Envy x360 2-in-1 Laptop 16-ac0770ng,1199.0,1199.0,Ottobre
Germany,2025-10-05 00:49:47,1000497,BT4C9EA,1,Laptops,Home,OmniBook 7 14-fr0770ng,1199.0,1199.0,Ottobre
Germany,2025-10-05 00:49:47,1000497,CP9G2EA,1,Desktops,Business,HP Pro 400 G9,1332.86,1332.86,Ottobre
Germany,2025-10-05 00:49:47,1000497,A2BQ3EA,1,Laptops,Home,HP Envy x360 2-in-1 Laptop 16-ac0770ng,1199.0,1199.0,Ottobre
Germany,2025-10-05 06:49:06,1000425,AD3L5ET,1,Laptops,Business,"HP EliteBook 6 G1i 16""",1435.74,1435.74,Ottobre
Germany,2025-10-05 10:05:58,1000400,BF9T6EA,2,Laptops,Home,HP OmniBook X Flip 16 as0773ng,1599.0,3198.0,Ottobre
Germany,2025-10-05 12:08:03,1000539,BF9U4EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0773ng,1449.0,1449.0,Ottobre
